GenericArticleId,RelevanceScore,PMID,DOI,PublicationDate,IsReview,Title,Author,Journal,Citation,ChemicalName,DiseaseName,GeneSymbolName,u,v,NeighborName,OrderingByCooccurrenceScore,QueryArticleCount,NeighborArticleCount,TotalArticleCount,EffectiveTotalArticleCount,ArticleCount,CooccurrenceScore
211445,255,29285098,10.3892/etm.2017.5252,2017-12-01,FALSE,Aspirin suppresses TNF-α-induced MMP-9 expression via NF-κB and MAPK signaling pathways in RAW264.7 cells,"Ping Zhang, Chao Wu, Xiao-Hui Huang, Chen-Lin Shen, Lin Li, Wei Zhang, Cheng-Zeng Yao",Experimental and therapeutic medicine,2017 Dec; 14(6):5597-5604,aspirin,,c-jun n-terminal kinase,2244,EC:2.7.11.24,mitogen-activated protein kinase,TRUE,20091,47060,34603510,4572961,93,2775
257239,255,29408091,10.1016/j.ejphar.2018.01.031,2018-03-15,FALSE,Aspirin induces Beclin-1-dependent autophagy of human hepatocellular carcinoma cell,"Zhenjun Huang, Weilun Fang, Weihua Liu, Li Wang, Bin Liu, Shiming Liu, Shaojun Liu",European journal of pharmacology,2018 Mar; 823(?):58-64,aspirin,,c-jun n-terminal kinase,2244,EC:2.7.11.24,mitogen-activated protein kinase,TRUE,20091,47060,34603510,4572961,93,2775
2432281,255,30017554,10.1016/j.jaci.2018.06.033,2019-03-01,FALSE,COX-1 mediates IL-33-induced extracellular signal-regulated kinase activation in mast cells: Implications for aspirin sensitivity,"Dingxin Pan, Kathleen M Buchheit, Sachin K Samuchiwal, Tao Liu, Haley Cirka, Hannah Raff, Joshua A Boyce",The Journal of allergy and clinical immunology,2019 03; 143(3):1047-1057.e8,aspirin,,extracellular signal-regulated kinase,2244,EC:2.7.11.24,mitogen-activated protein kinase,TRUE,20091,47060,34603510,4572961,93,2775
3384920,160,35082674,10.3389/fphar.2021.792263,2021-01-01,FALSE,Hsp47 Inhibitor Col003 Attenuates Collagen-Induced Platelet Activation and Cerebral Ischemic-Reperfusion Injury in Rats,"Shuang Wu, Chengwei Liang, Xiaoyun Xie, Haiping Huang, Jinfeng Fu, Cilan Wang, Zhiheng Su, Youqiong Wang, Xiang Qu, Jinpin Li, Jingli Liu",Frontiers in pharmacology,2021; 12(?):792263,aspirin,,mitogen-activated protein kinase,2244,EC:2.7.11.24,mitogen-activated protein kinase,TRUE,20091,47060,34603510,4572961,93,2775
5095781,160,32988222,10.1161/circulationaha.120.046290,2021-01-05,FALSE,"PCSK9 (Proprotein Convertase Subtilisin/Kexin 9) Enhances Platelet Activation, Thrombosis, and Myocardial Infarct Expansion by Binding to Platelet CD36","Zhiyong Qi, Liang Hu, Jianjun Zhang, Wenlong Yang, Xin Liu, Daile Jia, Zhifeng Yao, Lin Chang, Guanxing Pan, Haoxuan Zhong, Xinping Luo, Kang Yao, Aijun Sun, Juying Qian, Zhongren Ding, Junbo Ge",Circulation,2021 01; 143(1):45-61,aspirin,,c-jun n-terminal kinase; mitogen-activated protein kinase,2244,EC:2.7.11.24,mitogen-activated protein kinase,TRUE,20091,47060,34603510,4572961,93,2775
5729243,90,34486255,10.4168/aair.2021.13.5.684,2021-09-01,TRUE,"Arachidonic Acid 15-Lipoxygenase: Effects of Its Expression, Metabolites, and Genetic and Epigenetic Variations on Airway Inflammation","Xu Xu, Jingyun Li, Yuan Zhang, Luo Zhang","Allergy, asthma & immunology research",2021 Sep; 13(5):684-696,aspirin,,extracellular signal-regulated kinase,2244,EC:2.7.11.24,mitogen-activated protein kinase,TRUE,20091,47060,34603510,4572961,93,2775
3775606,265,35837769,10.11817/j.issn.1672-7347.2022.220038,2022-06-28,FALSE,Aspirin inhibits the growth of hypertrophic scar in rabbit ears via regulating Wnt/β-catenin signal pathway,"Zhihu Lin, Xiao Han, Mengyao Zhang, Jiaqin Xu, Haihong Li, Jianda Zhou, Huiqing Xie",Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,2022 Jun; 47(6):698-706,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
3787272,265,35869624,10.1177/03000605221112024,2022-07-01,FALSE,The combination of decitabine and aspirin inhibits tumor growth and metastasis in non-small cell lung cancer,"Maoyi Xu, Binbin Song, Xinmei Yang, Na Li",The Journal of international medical research,2022 Jul; 50(7):3000605221112024,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
1415927,260,22893199,10.1007/978-3-642-30331-9_3,2013-01-01,TRUE,Mode of action of aspirin as a chemopreventive agent,"Melania Dovizio, Annalisa Bruno, Stefania Tacconelli, Paola Patrignani",Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,2013; 191(?):39-65,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
2017511,260,24520038,10.1158/1940-6207.capr-13-0337,2014-04-01,TRUE,Repurposing of metformin and aspirin by targeting AMPK-mTOR and inflammation for pancreatic cancer prevention and treatment,"Wen Yue, Chung S Yang, Robert S DiPaola, Xiang-Lin Tan","Cancer prevention research (Philadelphia, Pa.)",2014 Apr; 7(4):388-97,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
3396453,260,35116393,10.21037/tcr-20-3172,2021-02-01,FALSE,Aspirin inhibits proliferation and metastasis of canine mammary gland tumor cells through Wnt signaling axis,"Enshuang Xu, Mengxin Hu, Yun Liu",Translational cancer research,2021 Feb; 10(2):589-601,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
5749399,260,34540977,10.12998/wjcc.v9.i24.7189,2021-08-26,FALSE,Aspirin-induced long-term tumor remission in hepatocellular carcinoma with adenomatous polyposis coli stop-gain mutation: A case report,"Qu Lin, Ming-Jun Bai, Hao-Fan Wang, Xiang-Yuan Wu, Ming-Sheng Huang, Xing Li",World journal of clinical cases,2021 Aug; 9(24):7189-7195,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
1250978,255,29518782,10.1159/000487972,2018-01-01,FALSE,Aspirin Reduces Cardiac Interstitial Fibrosis by Inhibiting Erk1/2-Serpine2 and P-Akt Signalling Pathways,"Xuelian Li, GuoYuan Wang, MuGe QiLi, HaiHai Liang, TianShi Li, XiaoQiang E, Ying Feng, Ying Zhang, Xiao Liu, Ming Qian, BoZhi Xu, ZhiHang Shen, Samuel Chege Gitau, DanDan Zhao, HongLi Shan","Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",2018; 45(5):1955-1965,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
5767258,165,34587514,10.1016/j.jep.2021.114668,2022-01-30,FALSE,Protective effect of methanol extract of latex of Calotropis procera in an experimental model of colorectal cancer,"Vijay L Kumar, Sneh Verma, Prasenjit Das",Journal of ethnopharmacology,2022 Jan; 283(?):114668,aspirin,,beta-catenin,2244,ctnnb1,catenin beta 1,TRUE,20091,19791,34603510,4572961,77,2733
1145179,250,22385219,10.3109/09537104.2012.661107,2013-01-01,FALSE,Inhibition of platelet aggregation by prostaglandin E1 (PGE1) in diabetic patients during therapy with clopidogrel and aspirin,"Rolf P Kreutz, Perry Nystrom, Yvonne Kreutz, Jia Miao, Richard Kovacs, Zeruesenay Desta, David A Flockhart, Yan Jin",Platelets,2013; 24(2):145-50,aspirin,,adenyl cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
2176979,250,24643520,10.1007/s12031-014-0274-y,2014-01-01,FALSE,Prolonged acetylsalicylic-acid-supplementation-induced gastritis affects the chemical coding of the stomach innervating vagal efferent neurons in the porcine dorsal motor vagal nucleus (DMX),"Marta Gańko, Jarosław Całka",Journal of molecular neuroscience : MN,2014; 54(2):188-98,acetylsalicylic acid; aspirin,,adenylate cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
12144167,245,19235053,10.1080/09537100802632282,2009-03-01,FALSE,Augmentation of U46619 induced human platelet aggregation by aspirin,"Jeong Mi Kim, Yean Kyoung Koo, Jingling Jin, Yong Yook Lee, Seonyang Park, Hye Sook Yun-Choi",Platelets,2009 Mar; 20(2):111-9,aspirin,,adenyl cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
4421723,240,2820018,NULL,1987-04-01,FALSE,Inhibition by aspirin of the stimulated PGI2 synthesis after administration of kallikrein to hypertensive patients (new aspects of chemical pathogeny concerning the messenger systems: A and C),"D D Belloiu, A Briese, A Tarnovschi, I Belloiu, R Tabata, K Stergiopoulos",Endocrinologie,1987 Apr; 25(2):107-13,aspirin,,adenylate cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
6782903,240,6304282,10.1248/bpb1978.6.9,1983-01-01,FALSE,Studies on aspirin derivatives with very little side effect. IV. Inhibitory effect of aspirin-isopropylantipyrine (AIA) on several experimental thromboses,"S Aonuma, Y Kohama, S Fujimoto, M Nomura, E Yamahata",Journal of pharmacobio-dynamics,1983 Jan; 6(1):9-17,aspirin,,adenylate cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
3598677,155,30240944,10.1016/j.thromres.2018.09.047,2018-11-01,FALSE,Multifaceted effects of arachidonic acid and interaction with cyclic nucleotides in human platelets,"Natalia Rukoyatkina, Valentina Shpakova, Michael Panteleev, Alexandra Kharazova, Stepan Gambaryan, Joerg Geiger",Thrombosis research,2018 11; 171(?):22-30,aspirin,,adenylate cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
4148901,155,31054246,10.1093/ibd/izz017,2019-05-04,FALSE,"Palmitoylethanolamide and Cannabidiol Prevent Inflammation-induced Hyperpermeability of the Human Gut In Vitro and In Vivo-A Randomized, Placebo-controlled, Double-blind Controlled Trial","Daniel G Couch, Hollie Cook, Catherine Ortori, Dave Barrett, Jonathan N Lund, Saoirse E O'Sullivan",Inflammatory bowel diseases,2019 05; 25(6):1006-1018,aspirin,,adenylyl cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
1595231,70,23388886,10.1038/hr.2012.231,2013-06-01,FALSE,Coupling factor 6 enhances the spontaneous microaggregation of platelets by decreasing cytosolic cAMP irrespective of antiplatelet therapy,"Takanori Sukekawa, Tomohiro Osanai, Fumie Nishizaki, Norifumi Metoki, Joji Hagii, Takaatsu Kamada, Minoru Yasujima, Hirofumi Tomita, Koji Magota, Ken Okumura",Hypertension research : official journal of the Japanese Society of Hypertension,2013 Jun; 36(6):520-7,aspirin,,adenylate cyclase,2244,EC:4.6.1.1,adenylate cyclase,TRUE,20091,29692,34603510,4572961,83,2726
5211541,260,33307284,10.1016/j.thromres.2020.11.031,2021-02-01,FALSE,Glycation and acetylation sites on fibrinogen in plasma fibrin clot of patients with type 2 diabetes: Effects of low-dose acetylsalicylic acid,"Agata Hanna Bryk, Katharina Zettl, Jacek R Wiśniewski, Anetta Undas",Thrombosis research,2021 02; 198(?):93-98,acetylsalicylic acid,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
11402506,245,17636472,10.1002/ajh.20955,2007-11-01,FALSE,The role of nitric oxide in aspirin induced thrombolysis in vitro and the purification of aspirin activated nitric oxide synthase from human blood platelets,"Soumendra K Karmohapatra, Kushal Chakraborty, Nighat N Kahn, Asru K Sinha",American journal of hematology,2007 Nov; 82(11):986-95,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
10111105,242,14675099,10.1046/j.1538-7836.2003.00441.x,2003-12-01,FALSE,Safety of plasmin in the setting of concomitant aspirin and heparin administration in an animal model of bleeding,"S Sadeghi, V J Marder, D Stewart, M Kong, J Humphries, G A Baumbach, G Jesmok",Journal of thrombosis and haemostasis : JTH,2003 Dec; 1(12):2621-5,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
60424,240,146611,NULL,1978-01-01,FALSE,[Mechanism of the action of acetylsalicyclic acid on formed element aggregation],"G Ia Levin, Iu A Sheremet'ev",Farmakologiia i toksikologiia,1978 Jan; 41(1):85-9,acetyl-salicylic acid; acetylsalicyclic acid; acetylsalicylic acid,,fibrinolysin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
2071862,240,2529003,NULL,1989-10-01,FALSE,"Inhibition of tissue plasminogen activator activity by aspirin in vivo and its relationship to levels of tissue plasminogen activator inhibitor antigen, plasminogen activator and their complexes","R I Levin, P C Harpel, J G Harpel, P A Recht",Blood,1989 Oct; 74(5):1635-43,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
4377993,155,31653347,10.1016/j.bbrc.2019.09.144,2020-01-01,FALSE,Identification of glycated and acetylated lysine residues in human α2-antiplasmin,"Agata Hanna Bryk, Dominik Cysewski, Michał Dadlez, Anetta Undas",Biochemical and biophysical research communications,2020 01; 521(1):19-23,acetylsalicylic acid; aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
10072856,142,14570069,NULL,2003-01-01,FALSE,[A 50-year history of new drugs in Japan-the development and trends of hemostatics and antithrombotic drugs],"Hikaru Ozawa, Yasushi Abiko, Takeshi Akimoto",Yakushigaku zasshi,2003; 38(1):93-105,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
2879603,80,26321270,10.1016/j.pharep.2015.05.022,2015-08-01,TRUE,Pharmacological modulation of fibrinolytic response - In vivo and in vitro studies,"Karol Kramkowski, Agnieszka Leszczynska, Wlodzimierz Buczko",Pharmacological reports : PR,2015 Aug; 67(4):695-703,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
1591426,70,23378404,NULL,2012-10-01,FALSE,The mechanism of thromboembolism in the course of ovarian hyperstimulation syndrome,Maciej Jóźwik,Medycyna wieku rozwojowego,2012 Oct; 16(4):269-71,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
2596925,70,25549290,10.3109/02713683.2014.997887,2016-01-01,FALSE,In Vivo Retinal Vein Bypass Surgery in a Porcine Model,"Li-Jun Shen, Yi-Qi Chen, Dan Cheng, Chaote Zhang, Lu Jiang, Mingsheng Hong, Qian-Yan Kang",Current eye research,2016; 41(1):79-87,aspirin,,plasmin,2244,EC:3.4.21.7,plasmin,TRUE,20091,6401,34603510,4572961,62,2657
3933567,255,30486577,10.3760/cma.j.issn.0376-2491.2018.44.010,2018-11-27,FALSE,[Effect of aspirin on breast cancer stem cells and stemness of breast cancer],"L Tu, Z Zeng, L Wang, F Luo",Zhonghua yi xue za zhi,2018 Nov; 98(44):3598-3602,aspirin,,epidermal growth factor,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
4021191,255,30720135,10.3892/ijo.2019.4701,2019-04-01,FALSE,A novel mechanism for the anticancer activity of aspirin and salicylates,"Asma'u I J Bashir, Chandra S Kankipati, Sarah Jones, Robert M Newman, Stephen T Safrany, Christopher J Perry, Iain D Nicholl",International journal of oncology,2019 04; 54(4):1256-1270,aspirin,,epidermal growth factor,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
4643004,255,32018223,10.1016/j.preghy.2019.12.011,2020-01-01,FALSE,Aspirin modulates STOX1 expression and reverses STOX1-induced insufficient proliferation and migration of trophoblast cells,"Yuanying He, Li Chen, Chunhong Liu, Ying Han, Chao Liang, Qigui Xie, Jianhong Zhou, Zhongping Cheng",Pregnancy hypertension,2020 Jan; 19(?):170-176,aspirin,,epidermal growth factor,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
5141759,255,33116404,10.2147/dddt.s264122,2020-01-01,FALSE,Novel Molecular Mechanism of Aspirin and Celecoxib Targeting Mammalian Neuraminidase-1 Impedes Epidermal Growth Factor Receptor Signaling Axis and Induces Apoptosis in Pancreatic Cancer Cells,"Bessi Qorri, William Harless, Myron R Szewczuk","Drug design, development and therapy",2020; 14(?):4149-4167,acetylsalicylic acid; aspirin,,epidermal growth factor,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
1878439,250,24155779,10.7150/jca.7118,2013-01-01,FALSE,Aspirin Blocks EGF-stimulated Cell Viability in a COX-1 Dependent Manner in Ovarian Cancer Cells,"May Cho, Syeda M Kabir, Yuanlin Dong, Eunsook Lee, Valerie Montgomery Rice, Dineo Khabele, Deok-Soo Son",Journal of Cancer,2013; 4(8):671-8,aspirin,,egf,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
3495229,165,35387483,10.1161/atvbaha.121.317513,2022-04-07,FALSE,Multi-Omics Signatures Link to Ticagrelor Effects on Vascular Function in Patients With Acute Coronary Syndrome,"Chor-Cheung Frankie Tam, Yap-Hang Chan, Yuen-Kwun Wong, Zhen Li, Xiurui Zhu, Kuo-Jung Su, Anindita Ganguly, Kuoyuan Hwa, Xuefeng B Ling, Hung-Fat Tse","Arteriosclerosis, thrombosis, and vascular biology",2022 Apr; ?(?):101161ATVBAHA121317513,aspirin,,epidermal growth factor,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
3635332,85,35482455,10.1182/bloodadvances.2021006120,2022-04-28,FALSE,Platelets upregulate tumor programmed death-ligand 1 in an epidermal growth factor receptor-dependent manner in vitro,"Qiuchen Guo, Michael W Malloy, Harvey G Roweth, Sandra S McAllister, Joseph E Italiano, Elisabeth M Battinelli",Blood advances,2022 Apr; ?(?):,aspirin,,egf; epidermal growth factor,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
3816605,85,35946611,10.1080/00015385.2022.2040821,2022-08-10,FALSE,Investigating the inflammatory status in the patients candidate for second angiography after coronary stent implantation,"Sara Saffar Soflaei, Maryam Saberi-Karimian, Mojtaba Baktashian, Mohammad Tajfard, Hedieh Alimi, Maryam Tayefi, Mohsen Moohebati, Mahmoud Ebrahimi, Negin Kosari, Mashallah Dehghani, Habibollah Esmaily, Seyed Mohammad Hashemi, Gordon A Ferns, Mansoor Salehi, Alireza Pasdar, Majid Ghayour-Mobarhan",Acta cardiologica,2022 Aug; ?(?):1-6,aspirin,,egf,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
5483895,80,34069086,10.3390/ijms22105211,2021-05-14,FALSE,Novel Hydrogen Sulfide (H2S)-Releasing BW-HS-101 and Its Non-H2S Releasing Derivative in Modulation of Microscopic and Molecular Parameters of Gastric Mucosal Barrier,"Dominik Bakalarz, Edyta Korbut, Zhengnan Yuan, Bingchen Yu, Dagmara Wójcik, Aleksandra Danielak, Katarzyna Magierowska, Slawomir Kwiecień, Tomasz Brzozowski, Monika Marcinkowska, Binghe Wang, Marcin Magierowski",International journal of molecular sciences,2021 May; 22(10):,acetylsalicylic acid,,egf,2244,egf,epidermal growth factor,TRUE,20091,27153,34603510,4572961,79,2641
2356013,255,29781520,10.1111/1440-1681.12973,2018-05-21,FALSE,Associations of candidate gene polymorphisms with poor responsiveness to aspirin: a meta-analysis,"Juesheng Yang, Xianglai Chen, Jianliang Zhou, Shan Hu, Yanhua Tang",Clinical and experimental pharmacology & physiology,2018 May; ?(?):,aspirin,,gp1ba,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
3076158,250,26873936,10.1096/fj.201500150r,2016-05-01,FALSE,Human plasma platelet-derived exosomes: effects of aspirin,"Edward J Goetzl, Laura Goetzl, Joel S Karliner, Norina Tang, Lynn Pulliam",FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2016 05; 30(5):2058-63,aspirin,,cd42b,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
796922,245,21742104,10.1016/j.ahj.2011.03.026,2011-07-01,FALSE,Polymorphisms associated with in vitro aspirin resistance are not associated with clinical outcomes in patients with coronary artery disease who report regular aspirin use,"Deepak Voora, John Horton, Svati H Shah, Linda K Shaw, L Kristin Newby",American heart journal,2011 Jul; 162(1):166-72.e1,aspirin,,gp1ba,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
11258792,245,17245331,10.1038/sj.tpj.6500435,2007-12-01,FALSE,Exploratory aspirin resistance trial in healthy Japanese volunteers (J-ART) using platelet aggregation as a measure of thrombogenicity,"T Fujiwara, M Ikeda, K Esumi, T D Fujita, M Kono, H Tokushige, T Hatoyama, T Maeda, T Asai, T Ogawa, T Katsumata, S Sasaki, E Suzuki, M Suzuki, F Hino, T K Fujita, H Zaima, M Shimada, T Sugawara, Y Tsuzuki, Y Hashimoto, H Hishigaki, S Horimoto, N Miyajima, T Yamamoto, K Imagawa, S Sesoko, Y Fujisawa",The pharmacogenomics journal,2007 Dec; 7(6):395-403,aspirin,,gpibalpha,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
12166939,245,19297212,10.1016/j.ejvs.2009.01.008,2009-05-01,FALSE,Combined aspirin and cilostazol treatment is associated with reduced platelet aggregation and prevention of exercise-induced platelet activation,"M Cleanthis, V Bhattacharya, J Smout, H Ashour, G Stansby",European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery,2009 May; 37(5):604-10,aspirin,,cd42b,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
5827020,165,34752015,10.1111/jth.15583,2021-11-09,FALSE,Transfusion of fresh washed platelets does not prevent experimental polymicrobial-induced septic shock in mice,"Yannick Rabouël, Stéphanie Magnenat, Floryna Lefebvre, Xavier Delabranche, Christian Gachet, Beatrice Hechler",Journal of thrombosis and haemostasis : JTH,2021 Nov; ?(?):,acetylsalicylic acid,,gpibalpha,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
5188130,160,33242045,10.1039/d0lc00756k,2021-01-05,FALSE,Microfluidic assay of antiplatelet agents for inhibition of shear-induced platelet adhesion and activation,"Shekh Mojibur Rahman, Vladimir Hlady",Lab on a chip,2021 01; 21(1):174-183,acetylsalicylic acid,,gpibalpha,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
5270824,160,33468191,10.1186/s13020-021-00424-3,2021-01-19,FALSE,Anti-platelet aggregation of Panax notoginseng triol saponins by regulating GP1BA for ischemic stroke therapy,"Zhi-Yi Xu, Yang Xu, Xiao-Fang Xie, Yin Tian, Jun-Hui Sui, Yong Sun, Da-Sheng Lin, Xing Gao, Cheng Peng, Yu-Jiang Fan",Chinese medicine,2021 Jan; 16(1):12,aspirin,,gp1ba,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
4839317,155,32541641,10.12659/msm.923758,2020-06-16,FALSE,Lower Platelet Aggregation Is a Risk Factor for Dual Antiplatelet Therapy-Associated Bleeding: A Preliminary Retrospective Study with Genotype Analysis,"Dongdong Yuan, Xiangfen Shi, Liping Guo, Gaobiao Wang, Yujie Zhao, Yuling Yang, Hanjuan Zhang, Qiong Huang, Yiqiang Yuan",Medical science monitor : international medical journal of experimental and clinical research,2020 Jun; 26(?):e923758,aspirin,,gp1ba,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
5081457,90,32948830,10.1038/s41397-020-00185-6,2021-02-01,TRUE,Genetic polymorphisms associated with upper gastrointestinal bleeding: a systematic review,"Marcela Forgerini, Rosa Camila Lucchetta, Gustavo Urbano, Tales Rubens de Nadai, Patrícia de Carvalho Mastroianni",The pharmacogenomics journal,2021 02; 21(1):20-36,aspirin,,gp1ba,2244,gp1ba,glycoprotein ib platelet subunit alpha,TRUE,20091,971,34603510,4572961,47,2592
5287033,260,33512659,10.1007/s11481-020-09978-9,2021-01-29,FALSE,Pretreatment of Indobufen and Aspirin and their Combinations with Clopidogrel or Ticagrelor Alleviates Inflammasome Mediated Pyroptosis Via Inhibiting NF-κB/NLRP3 Pathway in Ischemic Stroke,"Fengyang Li, Dan Xu, Kai Hou, Xue Gou, Ning Lv, Weirong Fang, Yunman Li",Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology,2021 Jan; ?(?):,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
4718215,255,32218705,10.7150/ijms.40959,2020-01-01,FALSE,Action of low doses of Aspirin in Inflammation and Oxidative Stress induced by aβ1-42 on Astrocytes in primary culture,"Adrian Jorda, Martin Aldasoro, Constanza Aldasoro, Sol Guerra-Ojeda, Antonio Iradi, Jose Mª Vila, Juan Campos-Campos, Soraya L Valles",International journal of medical sciences,2020; 17(6):834-843,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
2258033,250,24866234,10.1016/j.bbrc.2014.05.069,2014-07-18,FALSE,Involvement of glutamate-cystine/glutamate transporter system in aspirin-induced acute gastric mucosa injury,"Jie Du, Xiao-Hui Li, Wang Zhang, Yong-Mei Yang, Yue-Han Wu, Wen-Qun Li, Jun Peng, Yuan-Jian Li",Biochemical and biophysical research communications,2014 Jul; 450(1):135-41,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
3213145,250,27262845,10.1007/s12192-016-0706-4,2016-09-01,FALSE,Aspirin-induced heat stress resistance in chicken myocardial cells can be suppressed by BAPTA-AM in vitro,"Di Wu, Miao Zhang, Yinjun Lu, Shu Tang, N Kemper, J Hartung, Endong Bao",Cell stress & chaperones,2016 09; 21(5):817-27,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
5600160,250,27575471,10.1016/j.bmcl.2016.08.058,2016-10-01,FALSE,Synthesis and biological evaluation of the codrug of Leonurine and Aspirin as cardioprotective agents,"Huan Gao, Xiaohong Yang, Xianfeng Gu, Yi-Zhun Zhu",Bioorganic & medicinal chemistry letters,2016 10; 26(19):4650-4654,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
5692203,170,34384617,10.1016/j.cpcardiol.2021.100940,2021-07-24,TRUE,Triple Antithrombotic Therapy in Patients With Left Ventricular Assist Devices,"Selim R Krim, Amanda Bennett, Michael Pfeffer, Patrick T Campbell, Steven Thai, Brooke Baetz, James Wever-Pinzon, Clement Eiswirth, Sapna Desai, Hector O Ventura",Current problems in cardiology,2021 Jul; ?(?):100940,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
3388543,165,35092875,10.1016/j.phymed.2022.153953,2022-01-20,FALSE,Naoxintong capsule limits myocardial infarct expansion by inhibiting platelet activation through the ERK5 pathway,"Lusha Zhang, Lu Chen, Xingyu You, Mengyao Li, Hong Shi, Wei Sun, Yuze Leng, Yuejin Xue, Hong Wang",Phytomedicine : international journal of phytotherapy and phytopharmacology,2022 Jan; 98(?):153953,aspirin,,ldh,2244,ldh,l-lactate dehydrogenase,TRUE,20091,14085,34603510,4572961,68,2564
